Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
GATA1	GATA binding protein 1 (globin transcription factor 1)	2623	X:48786554-48794308	1	Yes	Xp11.23	yes		megakaryoblastic leukaemia of Downs syndrome			L	Dom	"oncogene, TSG"	"Mis, F"				"CCDS14305.1,ENSG00000102145.13,ERYF1,GATA-1,GF1,NF-E1,NFE1,NM_002049.3,NP_002040,P15976"
GATA2	GATA binding protein 2	2624	3:128479427-128493185	1	Yes	3q21.3	yes		AML (CML blast transformation)			L	Dom	oncogene	Mis				"CCDS3049.1,ENSG00000179348.11,NFE1B,NM_032638.4,NP_116027,P23769"
GATA3	GATA binding protein 3	2625	10:8054653-8075203	1	Yes	10p14	yes		breast			E	Rec	"oncogene, TSG"	"F, N, S"		yes	"HDR syndrome (hypoparathyroidism, sensorineural deafness, and renal disease)"	"CCDS31143.1,ENSG00000107485.16,HDR,NM_001002295.1,NP_001002295,P23771"
GLI1	GLI family zinc finger 1	2735	12:57460138-57472262	2		12q13.3	yes		"CRC, oesophagus cancer"			E		"oncogene, fusion"	"T, F"		yes	IBD	"CCDS8940.1,ENSG00000111087.9,GLI,NM_005269.2,NP_005260,P08151"
GMPS	guanine monphosphate synthetase	8833	3:155870536-155944026	2		3q25.31	yes		AML			L	Dom	fusion	T	KMT2A			"CCDS46941.1,ENSG00000163655.15,GATD7,NM_003875.2,NP_003866,P49915"
GNA11	"guanine nucleotide binding protein (G protein), alpha 11 (Gq class)"	2767	19:3094410-3124004	1	Yes	19p13.3	yes		"uveal melanoma, primary central nervous system melanocytic neoplasms"			"E, O"	Dom	oncogene	Mis				"CCDS12103.1,ENSG00000088256.8,FBH,FBH2,FHH2,HHC2,NM_002067.4,NP_002058,P29992"
GNAQ	"guanine nucleotide binding protein (G protein), q polypeptide"	2776	9:77716087-78031458	1	Yes	9q21.2	yes		"uveal melanoma, primary central nervous system melanocytic neoplasms"			"E, O"	Dom	oncogene	Mis				"CCDS6658.1,ENSG00000156052.10,G-ALPHA-q,GAQ,NM_002072.4,NP_002063,P50148"
GNAS	"guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1"	2778	20:58852714-58911192	1	Yes	20q13.32	yes		"pituitary adenoma, pancreatic intraductal papillary mucinous neoplasm, fibrous dysplasia"			"E, M"	Dom	oncogene	Mis		yes	"McCune-Albright syndrome; pseudohypoparathyroidism, type IA"	"CCDS46622.1,ENSG00000087460.24,GNAS1,GNASXL,GPSA,NESP,NESP55,NM_080425.3,NP_536350,Q5JWF2,SCG6,SgVI"
GOLGA5	"golgi autoantigen, golgin subfamily a, 5  (PTC5)"	9950	14:92794231-92839963	1		14q32.12	yes		"papillary thyroid, Spitzoid tumour"			E	Dom	fusion	T	RET			"CCDS9905.1,ENSG00000066455.12,GOLIM5,NM_005113.3,NP_005104,NP_005104.3,Q8TBA6,golgin-84,ret-II,rfg5"
GOLPH3	Golgi Phosphoprotein 3	64083	5:32124704-32174350	2		5p13.3	yes		"breast cancer, NSCLC, ovarian cancer"			E			A				"CCDS3896.1,ENSG00000113384.13,GOPP1,GPP34,MIDAS,NM_022130.3,NP_071413,Q9H4A6,Vps74"
GOPC	golgi associated PDZ and coiled-coil motif containing	57120	6:117560269-117602364	1		6q22.1	yes		"glioblastoma, cholangiocarcinoma, borderline ovarian"			"E, O"	Dom	fusion	T	ROS1			"CAL,CCDS5117.1,ENSG00000047932.13,FIG,GOPC1,NM_020399.3,NP_065132,PIST,Q9HD26,dJ94G16.2"
GPC3	glypican 3	2719	X:133535754-133985646	1	Yes	Xq26.2		yes		Wilms tumour	Simpson-Golabi-Behmel syndrome	O	Rec/X	"oncogene, TSG"	"D, Mis, N, F, S"				"CCDS55496.1,DGSX,ENSG00000147257.13,NM_001164617.1,NP_001158089,OCI-5,P51654,SDYS,SGB,SGBS,SGBS1"
GPC5	glypican 5	2262	13:91398607-92867237	2		13q31.3	yes		lung adenocarcinoma			E		TSG	D				"CCDS9468.1,ENSG00000179399.14,NM_004466.5,NP_004457,P78333"
GPHN	gephyrin (GPH)	10243	14:66507407-67181803	1		14q23.3	yes		AL			L	Dom	fusion	T	KMT2A			"CCDS9777.1,ENSG00000171723.15,KIAA1385,NM_020806.4,NP_065857,Q9NQX3"
GRIN2A	"glutamate receptor, ionotropic, N-methyl D-aspartate 2A"	2903	16:9753404-10182754	1	Yes	16p13.2	yes		"melanoma, colorectal carcinoma, gastric carcinoma, lung carcinoma"			E	Rec	TSG	"Mis, N, F, O"		yes	Focal epilepsy and speech disorder with or without mental retardation	"CCDS10539.1,ENSG00000183454.16,GluN2A,NMDAR2A,NM_000833.4,NP_000824,Q12879"
GRM3	glutamate metabotropic receptor 3	2913	7:86643914-86864884	2		7q21.12	yes		"melanoma, oral SCC"			E		oncogene	"Mis, A"				"CCDS5600.1,ENSG00000198822.10,GPRC1C,MGLUR3,NM_000840.2,NP_000831,Q14832,mGlu3"
GSK3B	Glycogen Synthase Kinase 3 Beta	2932	3:119826686-120093666	2		3q13.33	yes		endometrial cancer			E			"F, Mis, N"				"CCDS2996.1,ENSG00000082701.14,NM_002093.3,NP_002084,P49841"
GTF2I	General transcription factor IIi	2969	7:74657685-74760692	2		7q11.23	yes		thymoma			E			Mis			Williams-Beuren syndrome	"BAP-135,BTKAP1,CCDS5573.1,DIWS,ENSG00000263001.5,IB291,NM_032999.3,NP_127492,P78347,SPIN,TFII-I,WBSCR6"
H3F3A	"H3 histone, family 3A"	3020	1:226063977-226072001	1	Yes	1q42.12	yes		glioma			O	Dom	oncogene	Mis				"CCDS1550.1,ENSG00000163041.9,H3.3A,H3F3,P84243"
H3F3B	"H3 histone, family 3B (H3.3B)"	3021	17:75776434-75779779	1	Yes	17q25.1	yes		chondroblastoma			M	Dom	oncogene	Mis				"CCDS11729.1,ENSG00000132475.10,H3.3B,NM_005324.4,NP_005315,P84243"
HERPUD1	"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"	9709	16:56932048-56944863	1		16q13	yes		prostate			E	Dom	fusion	T	ERG			"CCDS10771.1,ENSG00000051108.14,HERP,KIAA0025,Mif1,NM_014685.3,NP_055500,NP_001259032.1,Q15011,SUP"
HEY1	hairy/enhancer-of-split related with YRPW motif 1	23462	8:79764013-79767857	1	Yes	8q21.13	yes		mesenchymal chondrosarcoma			M	Dom	"oncogene, fusion"	T	NCOA2			"CCDS43749.1,CHF-2,CHF2,ENSG00000164683.16,HERP2,HESR-1,HESR1,HRT-1,NM_001040708.1,NP_001035798,Q9Y5J3,bHLHb31"
HGF	Hepatocyte growth factor	3082	7:81699008-81770198	1		7q21.11	yes	yes	"breast cancer, lung cancer, multiple myeloma"	bladder cancer		"E, M"		"oncogene, fusion"	"A, F, Mis, N, T"	CACNA2D1			"CCDS5597.1,DFNB39,ENSG00000019991.16,F-TCF,HGFB,HPTA,NM_000601.5,NP_000592,P14210,SF"
HIF1A	hypoxia inducible factor 1 alpha subunit	3091	14:61697622-61748259	1	Yes	14q23.2	yes		"endometrioid carcinoma, glioblastoma, colorectal, renal, lung, pancreatic"			"E, O"	Dom	oncogene	"Mis, F, N"				"CCDS58324.1,ENSG00000100644.16,HIF-1alpha,HIF1,MOP1,NM_001243084.1,NP_001230013,PASD8,Q16665,bHLHe78"
HIP1	huntingtin interacting protein 1	3092	7:75533300-75738947	1	Yes	7q11.23	yes		"CMML, NSCLC"			"L, E"	Dom	"oncogene, fusion"	T	"PDGFRB, ALK"			"CCDS34669.1,ENSG00000127946.16,ILWEQ,NM_005338.6,NP_005329,O00291"
HIST1H3B	"histone cluster 1, H3b"	8358	6:26031650-26032060	1	Yes	6p22.2	yes		glioma			O	Dom	oncogene	Mis				"CCDS4573.1,ENSG00000274267.1,H3/l,H3FL,NM_003537.3,NP_003528,P68431"
HIST1H4I	"histone 1, H4i (H4FM)"	8294	6:27138588-27139881	1		6p22.1	yes		NHL			L	Dom	fusion	T	BCL6			"CCDS4620.1,ENSG00000276180.1,H4/m,H4FM,NM_003495.2,NP_003486,P62805"
HLA-A	"major histocompatibility complex, class I, A"	3105	6:29941260-29945884	1		6p22.1	yes		Spitzoid tumour			E	Dom	fusion	T	ROS1	yes	Carbamazepine-induced hypersensitivity syndrome	"CCDS34373.1,ENSG00000206503.12,P04439,P13746,P16188"
HLF	hepatic leukemia factor	3131	17:55265012-55325065	1		17q22	yes		ALL			L	Dom	"oncogene, fusion"	T	TCF3			"CCDS11585.1,ENSG00000108924.13,MGC33822,NM_002126.4,NP_002117,Q16534"
HMGA1	high mobility group AT-hook 1	3159	6:34236873-34246230	1		6p21.31	yes		"microfollicular thyroid adenoma, various benign mesenchymal tumours"			"E, M"	Dom	"oncogene, fusion"	T	?			"CCDS4789.1,ENSG00000137309.19,HMGIY,NM_145901.2,NP_665908,NP_001306010,NP_001306007,P17096"
HMGA2	high mobility group AT-hook 2 (HMGIC)	8091	12:65824460-65915447	1		12q14.3	yes		"lipoma, leiomyoma, pleomorphic salivary gland adenoma"			M	Dom	"oncogene, fusion"	T	"LHFP, RAD51B, LPP, COX6C, ACKR3, NFIB, ALDH2, CCNB1IP1, EBF1, WIF1, FHIT"			"BABL,CCDS73491.1,ENSG00000149948.13,HMGIC,LIPO,NM_001300919.1,NP_001287848"
HMGN2P46	high mobility group nucleosomal binding domain 2 pseudogene 46		15:45511136-45556730	2		15q21.1	yes		prostate			E	Dom	fusion	T	ETV1			
HNF1A	HNF1 homeobox A	6927	12:120978749-121001269	1	Yes	12q24.31	yes	yes	"hepatic adenoma, hepatocellular"	"hepatic adenoma, hepatocellular carcinoma"	familial hepatic adenoma	E	Rec	TSG	"Mis, F"		yes	"Maturity-onset diabetes of the young, TYPE III"	"CCDS76611.1,ENSG00000135100.17,HNF1,LFB1,MODY3,NM_001306179.1,NP_001293108,NP_001293108.1,TCF1"
HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	3181	7:26189927-26200746	1	Yes	7p15.2	yes		prostate			E	Dom	"oncogene, fusion"	T	ETV1			"CCDS43557.1,ENSG00000122566.20,HNRPA2B1,NM_031243.2,NP_112533,P22626"
HOOK3	hook homolog 3	84376	8:42896932-43030539	1		8p11.21	yes		papillary thyroid			E	Dom	fusion	T	RET			"CCDS6139.1,ENSG00000168172.8,HK3,NM_032410.3,NP_115786,Q86VS8"
HOXA11	homeo box A11	3207	7:27181515-27185216	1	Yes	7p15.2	yes		CML			L	Dom	"oncogene, TSG, fusion"	T	NUP98			"CCDS5411.1,ENSG00000005073.5,HOX1,HOX1I,NM_005523.5,NP_005514,P31270"
HOXA13	homeo box A13	3209	7:27194364-27200106	1		7p15.2	yes		AML			L	Dom	"oncogene, fusion"	T	NUP98			"CCDS5412.1,ENSG00000106031.7,HOX1,HOX1J,NM_000522.4,NP_000513,P31271"
HOXA9	homeo box A9	3205	7:27162435-27165530	1		7p15.2	yes		AML*			L	Dom	"oncogene, TSG, fusion"	T	"NUP98, MSI2"			"CCDS5409.1,ENSG00000078399.17,HOX1,HOX1G,NM_152739.3,NP_689952,P31269"
HOXC11	homeo box C11	3227	12:53973126-53977643	1		12q13.13	yes		AML			L	Dom	"oncogene, fusion"	T	NUP98			"CCDS8867.1,ENSG00000123388.4,HOX3H,NM_014212.3,NP_055027,O43248"
HOXC13	homeo box C13	3229	12:53938765-53946544	1		12q13.13	yes		AML			L	Dom	"oncogene, fusion"	T	NUP98			"CCDS8865.1,ENSG00000123364.4,HOX3,HOX3G,NM_017410.2,NP_059106,P31276"
HOXD11	homeo box D11	3237	2:176107286-176109588	1		2q31.1	yes		AML			L	Dom	"oncogene, fusion"	T	NUP98			"CCDS2265.1,ENSG00000128713.13,HOX4,HOX4F,NM_021192.2,NP_067015,P31277"
HOXD13	homeo box D13	3239	2:176092891-176095938	1		2q31.1	yes		AML*			L	Dom	"oncogene, fusion"	T	NUP98			"CCDS2264.2,ENSG00000128714.5,HOX4I,NM_000523.3,NP_000514,P35453,SPD"
HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	3265	11:532243-535550	1	Yes	11p15.5	yes	yes	"infrequent sarcomas, rare other tumour types"	"rhabdomyosarcoma, ganglioneuroblastoma, bladder"	Costello syndrome	"E, L, M"	Dom	oncogene	Mis				"CCDS7698.1,ENSG00000174775.16,HRAS1,NM_005343.3,NP_001123914,NP_005334,NP_001304983.1,P01112"
HSP90AA1	"heat shock protein 90kDa alpha (cytosolic), class A member 1"	3320	14:102081049-102139686	1		14q32.31	yes		NHL			L	Dom	fusion	T	BCL6			"CCDS32160.1,ENSG00000080824.18,FLJ31884,HSP90N,HSPC1,HSPCA,Hsp89,Hsp90,NM_001017963.2,NP_001017963,P07900"
HSP90AB1	"heat shock protein 90kDa alpha (cytosolic), class B member 1"	3326	6:44247866-44253883	1		6p21.1	yes		NHL			L	Dom	fusion	T	BCL6			"CCDS4909.1,ENSG00000096384.19,HSPC2,HSPCB,P08238"
ID3	"inhibitor of DNA binding 3, HLH protein"	3399	1:23557918-23559794	2		1p36.12	yes		Burkitt lymphoma			L		TSG	"Mis, N"				"CCDS237.1,ENSG00000117318.8,HEIR-1,NM_002167.4,NP_002158,Q02535,bHLHb25"
IDH1	"isocitrate dehydrogenase 1 (NADP+), soluble"	3417	2:208236265-208254322	1	Yes	2q34	yes		glioblastoma			O	Dom	oncogene	Mis				"CCDS2381.1,ENSG00000138413.13,NM_001282387.1,NP_001269316,O75874"
IDH2	"isocitrate dehydrogenase 2 (NADP+), mitochondrial"	3418	15:90083045-90102504	1	Yes	15q26.1	yes		glioblastoma			O	Dom	oncogene	Mis				"CCDS10359.1,ENSG00000182054.9,NM_002168.3,NP_002159,P48735"
IGF2BP2	insulin like growth factor 2 mRNA binding protein 2	10644	3:185643975-185825012	2		3q27.2	yes		lymphoma			L		TSG	D		yes	"Diabetes mellitus, noninsulin-dependent, susceptibility"	"CCDS77870.1,ENSG00000073792.15,IMP-2,NM_001291869.1,NP_001278798"
IGH	immunoglobulin heavy locus	3492	14:-	1		14q32.33	yes		"MM, Burkitt lymphoma, NHL, CLL, B-ALL, MALT, MLCLS"			L	Dom	fusion	T	"MYC, FGFR3, PAX5, FCRL4, IRF4, CCND1, BCL9, BCL8, BCL6, BCL2, BCL3, BCL10, BCL11A. LHX4, DDX6, NFKB2, PAFAH1B2, PCSK7, CRLF2"			
IGK	immunoglobulin kappa locus	50802	2:-	1		2p12	yes		"Burkitt lymphoma, B-NHL"			L	Dom	fusion	T	"MYC, KDSR"			
IGL	immunoglobulin lambda locus	3535	22:-	1		22q11.2	yes		Burkitt lymphoma			L	Dom	fusion	T	"BCL9, MYC, CCND2"			
IKBKB	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"	3551	8:42271302-42331608	1	Yes	8p11.21	yes		SMZL			L	Dom	oncogene	Mis		yes	Immunodeficiency 15	"CCDS6128.1,ENSG00000104365.13,IKK-beta,IKK2,IKKB,NFKBIKB,NM_001556.2,NP_001547,O14920"
IKZF1	IKAROS family zinc finger 1	10320	7:50304669-50405101	1	Yes	7p12.2	yes		"ALL, DLBCL"			L	Dom/Rec	"TSG, fusion"	"D,T"	BCL6			"CCDS75596.1,ENSG00000185811.18,Hs.54452,IKAROS,LyF-1,NM_006060.5,NP_006051,PPP1R92,ZNFN1A1,hIk-1"
IKZF3	IKAROS Family Zinc Finger 3	22806	17:39757715-39864188	1	Yes	17q21.1	yes		"B-ALL, CLL, breast cancer, colorectal cancer"			"L, E"		"oncogene, TSG, fusion"	"D, Mis, F, N, T"	"NAGLU, VAPB"			"Aiolos,CCDS11346.1,ENSG00000161405.16,NM_012481.4,NP_036613,Q9UKT9,ZNFN1A3"
IL2	interleukin 2	3558	4:122451470-122456725	1		4q27	yes		intestinal T-cell lymphoma			L	Dom	fusion	T	TNFRSF17			"CCDS3726.1,ENSG00000109471.4,IL-2,NM_000586.3,NP_000577,P60568,TCGF"
IL21R	interleukin 21 receptor	50615	16:27402162-27452042	1		16p12.1	yes		NHL			L	Dom	fusion	T	BCL6			"CCDS10630.1,CD360,ENSG00000103522.15,NM_181078.2,NP_851564,Q9HBE5"
IL6ST	"interleukin 6 signal transducer (gp130, oncostatin M receptor)"	3572	5:55935095-55994993	1	Yes	5q11.2	yes		hepatocellular carcinoma			E	Dom	oncogene	O				"CCDS3971.1,CD130,ENSG00000134352.19,GP130,NM_002184.3,NP_002175,P40189"
IL7R	interleukin 7 receptor	3575	5:35856849-35879603	1	Yes	5p13.2	yes		"ALL, ETP ALL"			L	Dom	oncogene	"Mis, O"		yes	Severe combined immune deficiency	"CCDS3911.1,CD127,ENSG00000168685.14,IL7RA,NM_002185.3,NP_002176,P16871"
IRF4	interferon regulatory factor 4	3662	6:391739-411447	1		6p25.3	yes		MM			L	Dom	"oncogene, TSG, fusion"	T	IGH			"CCDS4469.1,ENSG00000137265.14,LSIRF,MUM1,NM_002460.3,NP_002451,NP_001182215.1,Q15306"
IRS4	insulin receptor substrate 4	8471	X:108732482-108736409	1	Yes	Xq22.3	yes		"glioma, rhabdomyosarcoma, melanoma, breast cancer, T-ALL"			"E, O, M, L"		"oncogene, TSG"	"Mis, F, T"	TRB			"CCDS14544.1,ENSG00000133124.11,IRS-4,NM_003604.2,NP_003595,O14654,PY160"
ISX	intestine specific homeobox	91464	22:35066136-35087387	2		22q12.3	yes		melanoma			E			Mis				"CCDS33640.1,ENSG00000175329.12,Q2M1V0,RAXLX"
ITGAV	integrin subunit alpha V	3685	2:186590065-186680901	2		2q32.1	yes		large intestine carcinoma			E			F				"CCDS2292.1,CD51,ENSG00000138448.11,MSK8,NM_002210.4,NP_002201,NP_002201.1,P06756,VNRA,VTNR"
ITK	IL2-inducible T-cell kinase	3702	5:157180826-157255191	1		5q33.3	yes		peripheral T-cell lymphoma			L	Dom	fusion	T	SYK			"CCDS4336.1,EMT,ENSG00000113263.12,LYK,NM_005546.3,NP_005537,PSCTK2,Q08881"
JAK1	Janus kinase 1	3716	1:64833229-64966504	1	Yes	1p31.3	yes		ALL			L	Dom	"oncogene, TSG"	Mis				"CCDS41346.1,ENSG00000162434.11,JAK1A,JAK1B,JTK3,NM_002227.3,NP_002218,NP_001308782,NP_001307852,NP_001308784,NP_001308785,NP_001308781,NP_001308783,NP_001308786.1,P23458"
JAK2	Janus kinase 2	3717	9:4985245-5128183	1	Yes	9p24.1	yes		"ALL, AML, MPN,  CML"			L	Dom	"oncogene, fusion"	"T, Mis, O"	"ETV6, PCM1, BCR"			"CCDS6457.1,ENSG00000096968.13,JTK10,NM_004972.3,NP_004963,NP_001309125,NP_001309123,NP_001309124,NP_001309133.1,NP_001309127.1,NP_001309128.1,O60674"
JAK3	Janus kinase 3	3718	19:17824786-17848032	1	Yes	19p13.11	yes		"acute megakaryocytic leukaemia, ETP ALL"			L	Dom	oncogene	Mis				"CCDS12366.1,ENSG00000105639.18,JAK-3,JAK3_HUMAN,JAKL,L-JAK,LJAK,NM_000215.3,NP_000206,P52333"
JAZF1	juxtaposed with another zinc finger gene 1	221895	7:27830573-28180743	2		7p15.2	yes		endometrial stromal tumour			M	Dom	fusion	T	SUZ12			"CCDS5416.1,DKFZp761K2222,ENSG00000153814.11,NM_175061.3,NP_778231,Q86VZ6,TIP27,ZNF802"
JUN	jun oncogene	3725	1:58780788-58784327	1		1p32.1	yes		sarcoma			M	Dom	oncogene	A				"AP-1,CCDS610.1,ENSG00000177606.6,NM_002228.3,NP_002219,P05412,c-Jun"
KAT6A	K(lysine) acetyltransferase 6A	7994	8:41929479-42051987	1	Yes	8p11.21	yes		AML			L	Dom	"oncogene, fusion"	"T, A"	"CREBBP, NCOA2, EP300"			"CCDS6124.1,ENSG00000083168.9,MOZ,MYST3,Q92794,RUNXBP2,ZC2HC6A,ZNF220"
KAT6B	K(lysine) acetyltransferase 6B	23522	10:74826625-75032622	1		10q22.2	yes		"AML, leiomyoma"			"L, M"	Dom	"TSG, fusion"	T	"CREBBP, KANSL1"		"Genitopatellar syndrome, Say-Barber-Biesecker/Young-Simpson syndrome"	"CCDS7345.1,ENSG00000156650.12,MOZ2,MYST4,Morf,NM_012330.3,NP_036462,Q8WYB5,ZC2HC6B,qkf,querkopf"
KAT7	lysine acetyltransferase 7	11143	17:49788555-49835030	2		17q21.33	yes		CCRCC			E		oncogene	Mis				"CCDS11554.1,ENSG00000136504.11,HBO1,HBOA,MYST2,NM_007067.4,NP_008998,O95251,ZC2HC7"
KCNJ5	"potassium inwardly-rectifying channel; subfamily J; member 5"	3762	11:128891356-128921035	1		11q24.3	yes		adrenal adenoma			E	Dom	oncogene	Mis		yes	"Familial hyperaldosteronism type III, Long QT syndrome"	"CCDS8479.1,CIR,ENSG00000120457.11,GIRK4,KATP1,Kir3.4,LQT13,NM_001354169.1,NP_000881,NP_001341098.1,P48544"
KDM5A	"lysine (K)-specific demethylase 5A, JARID1A"	5927	12:280129-389454	1		12p13.33	yes		AML			L	Dom	"oncogene, fusion"	T	NUP98			"CCDS41736.1,ENSG00000073614.12,JARID1A,NM_001042603.2,NP_001036068,P29375,RBBP2"
KDM5C	lysine (K)-specific demethylase 5C (JARID1C)	8242	X:53192152-53225422	1	Yes	Xp11.22	yes		clear cell renal carcinoma			E	Rec	TSG	"N, F, S, Mis"		yes	 X-linked mental retardation syndromic Claes-Jensen-type.	"CCDS14351.1,DXS1272E,ENSG00000126012.11,JARID1C,MRX13,NM_004187.3,NP_004178,P41229,SMCX,XE169"
KDM6A	"lysine (K)-specific demethylase 6A, UTX"	7403	X:44873511-45112602	1	Yes	Xp11.3	yes		"renal cell carcinoma, bladder carcinoma, oesophageal SCC, MM, medulloblastoma, T-ALL, other tumour types"			"E, L"	Rec	"oncogene, TSG"	"D, N, F, S"		yes	Kabuki syndrome	"CCDS14265.1,ENSG00000147050.14,NM_021140.3,NP_066963,O15550,UTX"
KDR	vascular endothelial growth factor receptor 2	3791	4:55078259-55125595	1	Yes	4q12	yes	yes	"NSCLC, angiosarcoma"	melanoma		E	Dom	oncogene	Mis				"CCDS3497.1,CD309,ENSG00000128052.9,FLK1,NM_002253.2,NP_002244,VEGFR,VEGFR2"
KDSR	3-ketodihydrosphingosine reductase	2531	18:63327726-63367510	1		18q21.33	yes		B-NHL			L	Dom	fusion	T	IGK			"CCDS11982.1,DHSR,ENSG00000119537.16,FVT1,Q06136,SDR35C1"
KEAP1	kelch like ECH associated protein 1	9817	19:10486120-10503741	1	Yes	19p13.2	yes		"NSCLC, breast carcinoma"			E		TSG	"Mis, N, F"				"CCDS12239.1,ENSG00000079999.13,INrf2,KIAA0132,KLHL19,MGC10630,MGC1114,MGC20887,MGC4407,MGC9454,NM_203500.1,NP_987096,Q14145"
KIAA1549	KIAA1549	57670	7:138837525-138981318	2		7q34	yes		pilocytic astrocytoma			O	Dom	fusion	T	BRAF			"CCDS56513.1,ENSG00000122778.9,NM_001164665.1,NP_001158137,Q9HCM3"
KIF5B	kinesin family member 5B	3799	10:32009010-32056431	1		10p11.22	yes		"NSCLC, Spitzoid tumour"			E	Dom	fusion	T	"RET, ALK"			"CCDS7171.1,ENSG00000170759.10,KNS,KNS1,NM_004521.2,NP_004512,P33176"
KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	3815	4:54657918-54740715	1	Yes	4q12	yes	yes	"GIST, AML, TGCT, mastocytosis, mucosal melanoma"	"GIST, epithelioma"	familial gastrointestinal stromal tumour	"L, M, O, E"	Dom	oncogene	"Mis, O"		yes	Piebald trait	"C-Kit,CCDS3496.1,CD117,ENSG00000157404.15,NM_000222.2,NP_000213,P10721,PBT,SCFR"
KLF4	Kruppel-like factor 4	9314	9:107484852-107489646	1	Yes	9q31.2	yes		meningioma			O	Dom	"oncogene, TSG"	Mis				"CCDS6770.2,ENSG00000136826.14,EZF,GKLF,NM_004235.5,NP_004226,NP_001300981.1,O43474"
KLF6	Kruppel-like factor 6	1316	10:3775996-3785275	1		10p15.2	yes		"prostate, glioma"			"E, O"	Rec	TSG	"Mis, N"				"BCD1,CCDS7060.1,COPEB,CPBP,ENSG00000067082.14,GBF,NM_001300.5,NP_001291,NP_001153596.1,PAC1,Q99612,ST12,Zf9"
KLK2	kallikrein-related peptidase 2	3817	19:50873249-50880567	1		19q13.33	yes		prostate			E	Dom	fusion	T	ETV4			"CCDS12808.1,ENSG00000167751.12,NM_005551.4,NP_005542,P20151"
KMT2A	lysine (K)-specific methyltransferase 2A	4297	11:118436490-118526832	1	Yes	11q23.3	yes		"AML, ALL"			L	Dom	"oncogene, fusion"	"T, O"	"KMT2A, MLLT1, AFF1, MLLT3, MLLT4, FOXO4, MLLT10, MLLT6, ELL, EPS15, MLLT11, CREBBP, SH3GL1, FNBP1, SEPT5, SEPT9, GPHN, GMPS, ABI1, ARHGEF12, GAS7, FOXO3, AFF3, TET1, SEPT6, LPP, RUNX1T1, ARHGAP26, EP300, PICALM, CLP1, PRRC1, DAB2IP, MAPRE1, KIAA1524, SEPT2, SARNP, ZFYVE19, TOP3A, CASC5, EEFSEC, FRYL, SORBS2, ABI2, LASP1, CASP8AP2, AFF4, NRIP3, NCKIPSD, CBL, ACTN4, PDS5A, CT45A2, MYO1F, KIAA0284, BTBD18"			"ALL-1,CCDS55791.1,CXXC7,ENSG00000118058.20,HRX,HTRX1,MLL,MLL1A,NM_001197104.1,NP_001184033,Q03164,TRX1"
KMT2C	lysine (K)-specific methyltransferase 2C	58508	7:152134925-152436005	1	Yes	7q36.1	yes		medulloblastoma			O	Rec	TSG	N				"CCDS5931.1,ENSG00000055609.17,HALR,KIAA1506,MLL3,NM_170606.2,NP_733751,Q8NEZ4"
KMT2D	lysine (K)-specific methyltransferase 2D	8085	12:49018975-49055324	1	Yes	12q13.12	yes		"medulloblastoma, renal"			"O, E"	Rec	"oncogene, TSG"	"N, F, Mis"				"ALR,CAGL114,CCDS44873.1,ENSG00000167548.14,MLL2,MLL4,NM_003482.3,NP_003473,O14686,TNRC21"
KNL1	cancer susceptibility candidate 5	57082	15:40594020-40664342	1	Yes	15q15.1	yes		AML			L	Dom	"TSG, fusion"	T	KMT2A			"AF15Q14,CASC5,CCDS42023.1,CT29,D40,ENSG00000137812.19,KIAA1570,MCPH4,NM_170589.4,NP_733468,PPP1R55,Q8NG31,Spc7,hKNL-1,hSpc105"
KNSTRN	kinetochore localized astrin/SPAG5 binding protein	90417	15:40382721-40394245	2		15q15.1	yes		SCC			E		oncogene	Mis				"C15orf23,CCDS42021.1,ENSG00000128944.13,FLJ14502,NM_033286.3,NP_150628,Q9Y448,SKAP,TRAF4AF1,kinastrin"
KRAS	v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog	3845	12:25209431-25250803	1	Yes	12p12.1	yes		"pancreatic, colorectal, lung, thyroid, AML, other tumour types"			"L, E, M, O"	Dom	oncogene	Mis				"CCDS8703.1,ENSG00000133703.11,KRAS1,KRAS2,NM_033360.3,NP_203524,P01116"
KTN1	kinectin 1 (kinesin receptor)	3895	14:55580317-55684579	1		14q22.3	yes		papillary thyroid			E	Dom	fusion	T	RET			"CCDS41957.1,CG1,ENSG00000126777.17,KIAA0004,KNT,NM_001271014.1,NP_001072989,NP_001257943.1,Q86UP2"
LARP4B	La ribonucleoprotein domain family member 4B	23185	10:806914-931705	2		10p15.3	yes		"CRC, glioma"			"E, O"		TSG	"F, D"				"CCDS31131.1,ENSG00000107929.14,KIAA0217,LARP5,NM_015155.2,NP_055970,Q92615"
